City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,grand falls-windsor,48.9332,-55.6649,13.61,89,100,0.89,CA,1691635979
360,nahiyat ash shinafiyah,31.5874,44.6602,35.14,9,0,4.56,IQ,1691635979
361,znamenskoye,57.1281,73.8282,12.93,82,100,2.32,RU,1691635980
362,zalingei,12.9096,23.4741,20.23,95,98,0.21,SD,1691635980
363,kayes,14.0,-11.0,26.16,81,81,5.34,ML,1691635980
364,tralee,52.2704,-9.7026,15.23,91,18,3.9,IE,1691635980
365,jumla,29.2747,82.1838,19.5,89,100,0.42,NP,1691635981
366,lebork,54.5392,17.7501,13.07,95,84,3.58,PL,1691635576
367,goz beida,13.95,20.55,24.01,85,100,1.29,TD,1691635982
368,kolonia town,6.964,158.206,30.06,79,100,2.57,FM,1691635982
369,namanyere,-7.5167,31.05,15.46,51,53,2.97,TZ,1691635983
370,kirando,-7.4167,30.6,21.64,53,4,4.11,TZ,1691635983
371,bocas del toro,9.3333,-82.25,25.12,89,100,2.24,PA,1691635983
372,iron river,46.0927,-88.6423,15.31,73,100,1.41,US,1691635984
373,pindiga,9.9833,10.9333,22.41,87,100,2.22,NG,1691635984
374,puck,54.7179,18.4084,13.12,84,84,5.36,PL,1691635869
375,xilin hot,43.9667,116.0333,27.01,42,87,3.49,CN,1691635985
376,manggar,-2.8833,108.2667,28.8,64,12,6.29,ID,1691635985
377,aibak,36.2647,68.0155,27.16,24,0,1.3,AF,1691635986
378,thunder bay,48.4001,-89.3168,16.99,77,75,3.09,CA,1691635986
379,changling,44.2653,124.0005,23.57,70,8,4.28,CN,1691635986
380,mili,6.0815,171.735,27.83,74,65,1.12,MH,1691635987
381,nizhneudinsk,54.9076,99.0276,19.6,70,100,1.67,RU,1691635987
382,longyearbyen,78.2186,15.6401,9.91,62,0,1.54,SJ,1691635988
383,birigui,-21.2886,-50.34,22.43,34,0,3.55,BR,1691635988
384,tosontsengel,48.7567,98.2839,16.96,64,50,4.53,MN,1691635988
385,taoudenni,22.6783,-3.9836,35.73,29,48,2.87,ML,1691635989
386,broken hill,-31.95,141.4333,15.44,40,2,4.35,AU,1691635989
387,murun-kuren,49.6342,100.1625,19.12,65,38,3.3,MN,1691635989
388,benguela,-12.5763,13.4055,19.13,86,2,2.44,AO,1691635990
389,katsuura,35.1333,140.3,28.96,72,80,4.69,JP,1691635990
390,piti village,13.4626,144.6933,29.06,87,40,4.63,GU,1691635959
391,port alfred,-33.5906,26.891,14.54,91,0,1.79,ZA,1691635991
392,pombal,-6.7703,-37.8017,23.12,55,11,1.22,BR,1691635991
393,shalqar,47.8333,59.6,20.46,66,0,7.03,KZ,1691635992
394,acarau,-2.8856,-40.12,25.0,84,46,6.4,BR,1691635992
395,kuraymah,18.55,31.85,30.72,48,46,2.66,SD,1691635992
396,cannonvale,-20.2833,148.7,20.66,61,31,6.51,AU,1691635993
397,ad dabbah,18.05,30.95,30.54,47,94,3.18,SD,1691635993
398,saldanha,-33.0117,17.9442,11.03,65,0,2.63,ZA,1691635993
399,santona,43.4439,-3.4576,22.26,86,5,4.58,ES,1691635994
400,brookings,44.3114,-96.7984,23.0,80,0,0.0,US,1691635994
401,laojunmiao,39.8333,97.7333,21.35,50,100,2.77,CN,1691635994
402,flying fish cove,-10.4217,105.6791,25.82,73,40,7.2,CX,1691635995
403,ha tinh,18.3333,105.9,31.7,59,77,2.47,VN,1691635884
404,saint-felicien,48.6501,-72.4491,16.38,82,0,3.09,CA,1691635995
405,icmeler,40.8464,29.3089,23.78,83,75,3.09,TR,1691635996
406,chaykovskiy,56.7686,54.1148,19.45,73,17,2.23,RU,1691635996
407,goshaingaon,26.4379,89.9788,28.36,84,99,1.75,IN,1691635996
408,mohr,54.3528,9.7167,13.08,85,100,2.06,DE,1691635997
409,mount isa,-20.7333,139.5,26.87,24,12,3.6,AU,1691635997
410,colares,38.7992,-9.4469,20.55,85,2,7.15,PT,1691635997
411,tazacorte,28.629,-17.9293,23.54,86,0,6.69,ES,1691635998
412,quchan,37.106,58.5095,22.66,34,0,3.14,IR,1691635998
413,abra pampa,-22.7205,-65.697,6.37,13,0,2.16,AR,1691635999
414,brigantine,39.4101,-74.3646,25.56,77,0,2.57,US,1691635903
415,vipiteno,46.8925,11.4301,13.19,91,53,1.92,IT,1691635999
416,sanctuary point,-35.1114,150.629,22.21,52,79,7.95,AU,1691636000
417,tabou,4.423,-7.3528,24.06,83,100,4.93,CI,1691636000
418,brisas de zicatela,15.8369,-97.0419,29.29,58,40,0.0,MX,1691636001
419,yoloten,37.2989,62.3597,30.02,26,0,2.6,TM,1691636001
420,hilo,19.7297,-155.09,26.85,79,40,3.6,US,1691635817
421,robertsport,6.7533,-11.3686,25.49,84,100,7.92,LR,1691636002
422,meiganga,6.5167,14.3,18.2,98,100,1.43,CM,1691636002
423,messaad,34.1543,3.5031,27.28,28,0,3.71,DZ,1691636002
424,tarko-sale,64.9225,77.785,10.09,89,99,9.46,RU,1691636003
425,an nuhud,12.7,28.4333,25.18,63,78,2.81,SD,1691636003
426,lochbuie,40.0072,-104.7161,24.62,50,20,4.12,US,1691636003
427,ise,34.4833,136.7,31.62,66,75,8.23,JP,1691636004
428,san fernando,15.0286,120.6898,31.85,60,81,2.54,PH,1691636004
429,kukawa,12.9234,13.5606,23.55,88,100,4.07,NG,1691636005
430,ongole,15.5,80.05,31.1,59,99,2.43,IN,1691636005
431,sitka,57.0531,-135.33,15.94,82,100,3.6,US,1691636005
432,kavaratti,10.5669,72.642,27.67,78,100,7.89,IN,1691636006
433,watsa,3.0372,29.5355,16.55,98,63,0.67,CD,1691635999
434,zouerate,22.7187,-12.4521,30.09,36,0,4.19,MR,1691636006
435,waddan,29.1614,16.139,22.77,69,0,2.57,LY,1691636007
436,bhiwani,28.7833,76.1333,31.29,56,62,5.49,IN,1691636007
437,warrnambool,-38.3833,142.4833,12.41,73,100,7.19,AU,1691635767
438,santana,-0.0583,-51.1817,28.1,89,75,4.12,BR,1691635984
439,queenstown,-31.8976,26.8753,8.24,81,21,1.43,ZA,1691636008
440,makhambet,47.6667,51.5833,25.7,39,0,5.31,KZ,1691636008
441,kavieng,-2.5744,150.7967,28.56,74,100,7.12,PG,1691636009
442,jerez de la frontera,36.6865,-6.1361,24.5,80,0,1.03,ES,1691636009
443,howard springs,-12.497,131.047,30.46,29,59,4.75,AU,1691636009
444,nemuro,43.3236,145.575,20.69,94,100,7.26,JP,1691636010
445,ancud,-41.8697,-73.8203,10.05,88,100,7.72,CL,1691636010
446,kibondo,-3.5864,30.7203,16.07,52,6,1.52,TZ,1691636010
447,waiuku,-37.25,174.75,14.03,80,93,4.42,NZ,1691636011
448,colonia,50.9333,6.95,13.86,84,0,1.03,DE,1691636011
449,nova xavantina,-14.6667,-52.35,24.16,29,11,0.15,BR,1691636011
450,ciudad lazaro cardenas,17.9583,-102.2,28.22,79,100,0.66,MX,1691635964
451,aripuana,-9.1667,-60.6333,26.68,49,65,1.12,BR,1691636012
452,hermoso campo,-27.6082,-61.3444,16.73,91,29,4.05,AR,1691636012
453,mirny,62.5353,113.9611,22.91,56,61,4.02,RU,1691636013
454,heyuan,23.7333,114.6833,30.67,72,100,1.51,CN,1691636014
455,miracema do tocantins,-9.5618,-48.3967,28.84,34,80,1.09,BR,1691636014
456,yangshuo,24.7808,110.4897,32.89,64,6,0.57,CN,1691636015
457,amga,60.8953,131.9608,22.31,46,98,3.6,RU,1691636015
458,la romana,18.4273,-68.9728,26.2,94,40,3.09,DO,1691636016
459,singa,13.15,33.9333,24.53,79,89,4.07,SD,1691636016
460,selfoss,63.9331,-20.9971,11.58,75,100,2.49,IS,1691636016
461,paracuru,-3.41,-39.0306,26.73,84,46,4.67,BR,1691635738
462,boende,-0.2167,20.8667,21.74,96,93,1.21,CD,1691636017
463,gumdag,39.2061,54.5906,32.1,21,0,2.69,TM,1691636017
464,sechura,-5.5569,-80.8222,22.12,77,9,5.89,PE,1691636018
465,aykhal,66.0,111.5,19.96,62,86,8.08,RU,1691636018
466,polyarnyy,69.1989,33.4478,17.61,78,0,3.53,RU,1691636018
467,pontes e lacerda,-15.2261,-59.3353,26.74,40,53,1.24,BR,1691636018
468,al burayqah,30.4062,19.5739,25.92,69,0,6.78,LY,1691636019
469,muli,2.9167,73.5667,27.08,77,100,4.77,MV,1691636019
470,gulf shores,30.246,-87.7008,30.88,72,0,3.09,US,1691636020
471,tourlaville,49.6383,-1.5664,15.68,100,20,2.57,FR,1691636020
472,boguchany,58.3814,97.4531,21.39,53,81,1.82,RU,1691636020
473,sandnessjoen,66.0217,12.6316,15.29,77,7,5.08,NO,1691636020
474,floro,61.5996,5.0328,10.04,93,100,5.66,NO,1691636021
475,caister-on-sea,52.6481,1.7265,15.77,82,25,3.39,GB,1691636021
476,coyhaique,-45.5752,-72.0662,6.97,100,100,1.03,CL,1691636021
477,majene,-3.5403,118.9707,29.12,65,78,4.82,ID,1691636022
478,brezina,33.0989,1.2608,28.69,25,0,2.78,DZ,1691636022
479,jiangyou,31.7667,104.7167,30.92,68,72,1.07,CN,1691636022
480,novodvinsk,64.4165,40.8122,17.33,85,0,2.09,RU,1691636022
481,ketchikan,55.3422,-131.6461,15.26,94,100,6.17,US,1691636023
482,aral,40.5156,81.2636,30.95,23,0,2.91,CN,1691636023
483,oak hill,37.9723,-81.1487,21.17,91,100,1.92,US,1691635996
484,san luis de la loma,17.2706,-100.8939,27.94,82,100,0.9,MX,1691636024
485,bandarbeyla,9.4942,50.8122,24.85,73,100,11.06,SO,1691636025
486,babylon,40.6957,-73.3257,26.23,55,0,2.57,US,1691635725
487,soe,-9.8607,124.284,23.66,58,72,4.71,ID,1691636025
488,marsa alam,25.0757,34.8918,30.73,46,0,3.32,EG,1691636025
489,lao cai,22.4833,103.95,27.88,92,100,0.78,VN,1691636026
490,vera cruz,-12.6333,-41.0333,16.76,92,6,0.89,BR,1691636026
491,leava,-14.3,-178.1667,27.27,77,34,3.9,WF,1691636026
492,chingirlau,51.095,54.0814,19.78,61,0,4.08,KZ,1691636027
493,ingeniero guillermo n. juarez,-23.9,-61.85,18.91,61,2,3.08,AR,1691636027
494,eydhafushi,5.1033,73.0708,27.56,80,100,6.63,MV,1691636027
495,fort st. john,56.2499,-120.8529,20.94,49,75,5.14,CA,1691636028
496,barra de santo antonio,-9.4047,-35.5072,22.6,80,5,4.47,BR,1691636028
497,kitami,43.8031,143.8908,25.7,74,100,3.21,JP,1691636028
498,kuta,-8.7233,115.1723,25.97,78,20,2.68,ID,1691636029
499,okhotsk,59.3833,143.3,17.49,65,15,4.57,RU,1691636029
500,namibe,-15.1961,12.1522,15.66,90,16,3.66,AO,1691636030
501,newman,37.3138,-121.0208,33.13,41,0,0.89,US,1691636030
502,khandyga,62.6667,135.6,25.43,32,21,1.07,RU,1691636030
503,andovoranto,-18.95,49.1,18.19,94,89,1.61,MG,1691636030
504,pine bluff,34.2284,-92.0032,28.51,83,0,2.57,US,1691635867
505,miri,4.4148,114.0089,30.08,79,40,1.54,MY,1691636031
506,karambakkudi,10.4667,79.1333,29.18,64,100,1.0,IN,1691636031
507,tabas,33.5959,56.9244,29.12,23,0,1.03,IR,1691636032
508,micheweni,-4.9667,39.8333,23.47,85,26,4.81,TZ,1691635998
509,howrah,22.5892,88.3103,30.0,84,40,3.6,IN,1691636032
510,alaghsas,17.0187,8.0168,28.13,55,100,4.59,NE,1691636033
511,inhambane,-23.865,35.3833,19.21,71,15,4.73,MZ,1691636033
512,fort bragg,35.139,-79.006,27.12,75,0,0.0,US,1691635997
513,cascais,38.6979,-9.4215,20.64,85,3,7.15,PT,1691636033
514,axim,4.8699,-2.2405,23.86,87,100,4.69,GH,1691636034
515,remire-montjoly,4.9167,-52.2667,26.02,89,0,2.06,GF,1691635972
516,mount pearl,47.5166,-52.7813,12.75,93,100,6.17,CA,1691635977
517,hobyo,5.3505,48.5268,24.62,81,39,8.32,SO,1691636035
518,djambala,-2.5447,14.7533,19.67,77,14,1.53,CG,1691636035
519,nizhniy odes,63.6445,54.856,17.37,61,80,2.27,RU,1691636035
520,punta del este,-34.9667,-54.95,15.06,95,100,3.13,UY,1691636036
521,aioun,16.6614,-9.6149,32.63,28,44,7.85,MR,1691636036
522,clovis,36.8252,-119.7029,33.94,25,40,4.12,US,1691635843
523,eirunepe,-6.6603,-69.8736,25.0,71,28,0.83,BR,1691636037
524,hammerfest,70.6634,23.6821,21.25,68,100,0.51,NO,1691636038
525,namtsy,62.7161,129.6658,23.16,35,96,4.63,RU,1691636038
526,vila franca do campo,37.7167,-25.4333,23.23,96,100,4.44,PT,1691636038
527,el nido,11.1858,119.3956,28.98,77,50,6.48,PH,1691636039
528,galliano,29.4422,-90.2992,31.0,70,0,3.6,US,1691636039
529,yakakent,41.6325,35.5289,22.89,85,87,1.52,TR,1691636040
530,rundu,-17.9333,19.7667,14.93,23,6,5.01,NA,1691636040
531,sampit,-2.5333,112.95,30.77,54,69,1.96,ID,1691636040
532,aldinga beach,-35.2793,138.4604,16.26,64,24,3.92,AU,1691636041
533,tadine,-21.55,167.8833,19.03,66,20,9.38,NC,1691636041
534,morozovsk,48.3539,41.8261,23.61,57,52,3.21,RU,1691636041
535,kisangani,0.5167,25.2,21.74,94,99,1.01,CD,1691636042
536,campbell river,50.0163,-125.2446,20.21,60,75,2.57,CA,1691635845
537,mulki,13.1,74.8,26.6,94,40,1.54,IN,1691636043
538,noumea,-22.2763,166.4572,20.99,62,62,7.55,NC,1691635878
539,zhangzhou,24.5133,117.6556,26.96,50,15,0.71,CN,1691636043
540,etawa,24.1855,78.2031,26.29,78,68,5.14,IN,1691636044
541,lae,-6.7221,146.9847,26.37,92,100,2.51,PG,1691636044
542,krasnokamsk,58.0802,55.7541,17.09,65,15,2.38,RU,1691636044
543,margate,51.3813,1.3862,14.83,88,0,0.45,GB,1691636045
544,midvagur,62.0511,-7.1939,8.46,81,100,0.0,FO,1691636045
545,severoural'sk,60.1533,59.952,13.97,93,100,1.58,RU,1691636045
546,tongouson,5.0214,120.1328,29.22,68,100,3.78,PH,1691636046
547,kozhevnikovo,56.2589,83.9714,16.25,65,100,4.36,RU,1691636046
548,burang,30.25,81.1667,13.2,77,100,1.92,CN,1691636046
549,oliver,49.1831,-119.5524,27.14,64,16,1.03,CA,1691636047
550,kokpekty,48.75,82.4,23.51,47,6,3.39,KZ,1691636047
551,mawlaik,23.6333,94.4167,24.91,100,100,0.51,MM,1691635966
552,puerto armuelles,8.2833,-82.8667,27.27,91,100,1.34,PA,1691636048
553,olyokminsk,60.3736,120.4264,29.36,42,6,1.88,RU,1691636048
554,paragominas,-2.9667,-47.4833,21.64,97,39,0.69,BR,1691636048
555,fasa,28.9383,53.6482,25.58,38,75,2.06,IR,1691636049
556,utena,55.5,25.6,12.47,98,100,1.67,LT,1691636049
557,fisterra,42.9049,-9.2629,20.97,91,74,6.82,ES,1691636049
558,changsha,28.2,112.9667,31.09,60,19,4.11,CN,1691636050
559,eldorado at santa fe,35.5264,-105.9347,25.25,31,0,3.09,US,1691636050
560,kassala,15.451,36.4,25.73,79,92,4.85,SD,1691635779
561,vavozh,56.7751,51.931,19.48,70,14,1.8,RU,1691636050
562,mlangali,-9.7833,34.5167,8.89,78,0,2.19,TZ,1691636051
563,el porvenir,13.7617,-87.3458,27.63,72,91,0.8,HN,1691636051
564,sivrihisar,39.4504,31.5341,17.51,87,2,2.5,TR,1691636052
565,greenville,35.6127,-77.3663,24.51,83,0,0.0,US,1691635966
566,saiha,22.4833,92.9667,22.18,99,100,0.25,IN,1691636052
567,dakhla,23.6848,-15.958,20.35,92,24,9.12,EH,1691636053
568,gunjur,13.2019,-16.7339,25.04,94,40,0.0,GM,1691636053
569,pitimbu,-7.4706,-34.8086,23.33,79,9,5.7,BR,1691636053
570,new norfolk,-42.7826,147.0587,16.72,63,86,4.0,AU,1691636054
571,bikenibeu village,1.3673,173.1241,31.98,66,20,2.06,KI,1691636054
572,manacapuru,-3.2997,-60.6206,27.32,61,54,1.09,BR,1691636054
573,mogadishu,2.0371,45.3438,24.05,86,87,6.55,SO,1691635973
574,tocopilla,-22.092,-70.1979,17.18,78,14,4.0,CL,1691636055
575,kelkit,40.1298,39.4361,17.3,70,0,1.59,TR,1691636055
576,san andres,12.5847,-81.7006,29.01,84,20,2.57,CO,1691635758
577,sarmiento,-45.5882,-69.07,10.91,75,100,6.27,AR,1691635757
578,cill airne,52.05,-9.5167,16.73,88,94,4.41,IE,1691636056
579,villa gesell,-37.2639,-56.973,12.81,95,97,5.57,AR,1691636056
580,valjevo,44.2751,19.8982,14.89,77,98,2.09,RS,1691636057
581,boca do acre,-8.7522,-67.3978,25.06,73,65,1.05,BR,1691636057
582,saint-pierre,-21.3393,55.4781,19.82,64,20,3.09,RE,1691636058
583,ternate,0.8,127.4,28.02,72,87,4.63,ID,1691636058
584,melekeok village,7.4957,134.6367,29.31,79,100,5.14,PW,1691636058
585,genhe,50.7833,121.5167,25.29,42,36,1.09,CN,1691636059
586,fernie,49.5,-115.0687,18.05,93,78,1.36,CA,1691636059
587,chardara,41.2547,67.9692,29.03,35,0,1.42,KZ,1691636060
588,coweta,33.3835,-84.7666,26.92,91,40,1.54,US,1691636060
589,soma,39.1855,27.6094,23.22,83,86,3.49,TR,1691636060
590,verneuil-sur-avre,48.7395,0.9273,15.78,90,0,1.97,FR,1691636061
591,acapulco de juarez,16.8634,-99.8901,28.17,80,100,0.68,MX,1691635844
